horizon_d,t_entry,t_res,price,outcome,yes_token,condition_id,question,n_visible,bulls,bears,entry,ret
7,2026-05-09,2026-05-16,0.0245,0.0,5771676627182954113677164857547228277089396639521594262964034606220001939923,0x649ad05a2868343271fe82ea692031d567ca1af652e3529788933157e94aa088,Will the Minnesota Timberwolves win the 2026 ,22,0,0,0.0445,-1.0
3,2026-05-13,2026-05-16,0.0185,0.0,5771676627182954113677164857547228277089396639521594262964034606220001939923,0x649ad05a2868343271fe82ea692031d567ca1af652e3529788933157e94aa088,Will the Minnesota Timberwolves win the 2026 ,22,0,0,0.0385,-1.0
7,2026-04-27,2026-05-04,0.0035,0.0,3386970881734107644549907426169651426236762857671752966978225438133599751345,0xd49b9f68568892e828085f84a31e811a24f4481aea5cd08ab62261810ec0d402,Will the Indian National Congress (INC) win t,17,0,0,0.0235,-1.0
3,2026-05-01,2026-05-04,0.0005,0.0,3386970881734107644549907426169651426236762857671752966978225438133599751345,0xd49b9f68568892e828085f84a31e811a24f4481aea5cd08ab62261810ec0d402,Will the Indian National Congress (INC) win t,18,0,0,0.0205,-1.0
3,2026-06-03,2026-06-06,0.375,1.0,4420961220287356291202173783096569514322787009042558321927678396316723122188,0x17e2f3347e34d8a13572baf10c9b4eb3291217868a0fb84b37f36c80f8e2105a,Knicks vs. Spurs,26,0,0,0.395,1.531645569620253
7,2026-06-11,2026-06-18,0.695,1.0,107303881689780116979934419713652545873528717512161697004408881489729317049047,0x2f00e48e914ba6606867a6347e90c48cc1fd4da66cc196a191786637f40848e9,Will Colombia win on 2026-06-17?,28,0,0,0.715,0.39860139860139876
3,2026-06-15,2026-06-18,0.705,1.0,107303881689780116979934419713652545873528717512161697004408881489729317049047,0x2f00e48e914ba6606867a6347e90c48cc1fd4da66cc196a191786637f40848e9,Will Colombia win on 2026-06-17?,28,1,0,0.725,0.3793103448275863
7,2026-04-27,2026-05-04,0.0065,0.0,111039354521750894925304771773687530394455073318948424656845140321925374032772,0x4405c62496c4fdd275d17ec31567a01534013c518c314ce61bb633b5e7cb6426,Will the Toronto Raptors win the 2026 NBA Fin,17,0,0,0.0265,-1.0
3,2026-05-01,2026-05-04,0.0025,0.0,111039354521750894925304771773687530394455073318948424656845140321925374032772,0x4405c62496c4fdd275d17ec31567a01534013c518c314ce61bb633b5e7cb6426,Will the Toronto Raptors win the 2026 NBA Fin,18,0,0,0.0225,-1.0
7,2026-04-21,2026-04-28,0.0025,0.0,106572879185916710503631021854572801471104977091252507745096331167318654083650,0xa49fc89bfb87bb302bfc43567709850565161bdaed5bc506bff4b85fd3c5c2ee,Will the Phoenix Suns win the 2026 NBA Finals,15,0,0,0.0225,-1.0
3,2026-04-25,2026-04-28,0.0005,0.0,106572879185916710503631021854572801471104977091252507745096331167318654083650,0xa49fc89bfb87bb302bfc43567709850565161bdaed5bc506bff4b85fd3c5c2ee,Will the Phoenix Suns win the 2026 NBA Finals,17,0,0,0.0205,-1.0
7,2026-06-07,2026-06-14,0.655,1.0,38620007602877950561785055194486422431765048561026651240000808038396318703092,0x1f2bb0bfc3c7b3c9ab678ce9e89cf68bd6daa83385c4834f669cb00c540276f2,Will Scotland win on 2026-06-13?,27,0,0,0.675,0.4814814814814814
3,2026-06-11,2026-06-14,0.625,1.0,38620007602877950561785055194486422431765048561026651240000808038396318703092,0x1f2bb0bfc3c7b3c9ab678ce9e89cf68bd6daa83385c4834f669cb00c540276f2,Will Scotland win on 2026-06-13?,28,0,0,0.645,0.5503875968992247
7,2026-04-18,2026-04-25,0.5575,1.0,91851388830923641218615793149765322805282194001900444983744404881757241655792,0x5c2e6aef8af5931e9bfa3750364626d754531d2fada2885d45c356b175962a25,Iran x Israel/US conflict ends by April 15?,15,0,0,0.5775,0.7316017316017316
3,2026-04-22,2026-04-25,0.9975,1.0,91851388830923641218615793149765322805282194001900444983744404881757241655792,0x5c2e6aef8af5931e9bfa3750364626d754531d2fada2885d45c356b175962a25,Iran x Israel/US conflict ends by April 15?,16,1,0,0.99,0.010101010101010166
7,2026-04-24,2026-05-01,0.0535,0.0,66760013958706218500063341242954853503885044406421636173986330736153883161818,0xa78ecba9c4273564cce4b810db46bb36cc35db9cd52fc4e067c77f85af1c1048,Kharg Island no longer under Iranian control ,17,0,1,0.0735,-1.0
3,2026-04-28,2026-05-01,0.0075,0.0,66760013958706218500063341242954853503885044406421636173986330736153883161818,0xa78ecba9c4273564cce4b810db46bb36cc35db9cd52fc4e067c77f85af1c1048,Kharg Island no longer under Iranian control ,17,0,1,0.0275,-1.0
7,2026-06-18,2026-06-25,0.525,1.0,69607356357270818627215361066588335481465339992439698739056695862643500497649,0xf0164e968314bae58a0440248e2abd20ee9e4704df2b24c98c50072006b26315,Spread: Morocco (-1.5),33,0,0,0.545,0.8348623853211008
3,2026-06-22,2026-06-25,0.605,1.0,69607356357270818627215361066588335481465339992439698739056695862643500497649,0xf0164e968314bae58a0440248e2abd20ee9e4704df2b24c98c50072006b26315,Spread: Morocco (-1.5),37,1,0,0.625,0.6000000000000001
7,2026-04-25,2026-05-02,0.0005,0.0,104703024930333088676348985791917820961321007256563252112325887594434753360311,0x7cab9da787443beec1eb5e399afd46fffdc27b5f00e0293a1d6a9996c948ac52,Will Manchester United win the 2025–26 Englis,17,0,0,0.0205,-1.0
3,2026-04-29,2026-05-02,0.0005,0.0,104703024930333088676348985791917820961321007256563252112325887594434753360311,0x7cab9da787443beec1eb5e399afd46fffdc27b5f00e0293a1d6a9996c948ac52,Will Manchester United win the 2025–26 Englis,17,0,0,0.0205,-1.0
7,2026-06-15,2026-06-22,0.555,1.0,13689393741027779813840434297856122590360803048059505899834082936957632248186,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,Will Egypt win on 2026-06-21?,28,0,0,0.5750000000000001,0.7391304347826084
3,2026-06-19,2026-06-22,0.605,1.0,13689393741027779813840434297856122590360803048059505899834082936957632248186,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,Will Egypt win on 2026-06-21?,34,0,0,0.625,0.6000000000000001
7,2026-06-13,2026-06-20,0.495,1.0,40791250908933508853723465614961035896557737979546129504169818299128524475478,0xbc28e92d1fa999e842caf926cff56a580fb477f26d8c44c99aa29beb78062241,Will Morocco win on 2026-06-19?,28,0,0,0.515,0.941747572815534
3,2026-06-17,2026-06-20,0.565,1.0,40791250908933508853723465614961035896557737979546129504169818299128524475478,0xbc28e92d1fa999e842caf926cff56a580fb477f26d8c44c99aa29beb78062241,Will Morocco win on 2026-06-19?,30,1,0,0.585,0.7094017094017095
7,2026-06-01,2026-06-08,0.24,1.0,55729187700220621940979114092031096586154133673216433038757883725632922111626,0x42973552f8bcfc9269fba8492766f2c20a22243cbba154cf695acaff88ec96c7,Israel announces Lebanon ceasefire extension ,26,0,0,0.26,2.846153846153846
3,2026-06-05,2026-06-08,0.9985,1.0,55729187700220621940979114092031096586154133673216433038757883725632922111626,0x42973552f8bcfc9269fba8492766f2c20a22243cbba154cf695acaff88ec96c7,Israel announces Lebanon ceasefire extension ,26,0,0,0.99,0.010101010101010166
7,2026-06-18,2026-06-25,0.615,0.0,78041669573197271831143243516603089617333411410934465631182277350983388128942,0x374d4c9c12e766653de985450899cf2181edf47189894bc9c870216b5c6b1d83,Will Korea Republic win on 2026-06-24?,33,0,0,0.635,-1.0
3,2026-06-22,2026-06-25,0.595,0.0,78041669573197271831143243516603089617333411410934465631182277350983388128942,0x374d4c9c12e766653de985450899cf2181edf47189894bc9c870216b5c6b1d83,Will Korea Republic win on 2026-06-24?,37,1,1,0.615,-1.0
7,2026-06-16,2026-06-23,0.755,0.0,63611572432092712507452794046269856873324193737948513078896856667745770559698,0xff1ec56e0e47033727e33deab740896fbf1c6bb8a2b0068efdba3d900c7ba7a2,Will England win on 2026-06-23?,28,0,0,0.775,-1.0
3,2026-06-20,2026-06-23,0.805,0.0,63611572432092712507452794046269856873324193737948513078896856667745770559698,0xff1ec56e0e47033727e33deab740896fbf1c6bb8a2b0068efdba3d900c7ba7a2,Will England win on 2026-06-23?,34,1,0,0.8250000000000001,-1.0
7,2026-04-24,2026-05-01,0.0055,0.0,64692489991058251805493211665308232352904714094444866630395154130535717537678,0x24f38479176af2d71f64161d53bde777aef49ef1c03066510174d43a8d2a43fe,Trump out as President by April 30?,17,0,0,0.025500000000000002,-1.0
3,2026-04-28,2026-05-01,0.0015,0.0,64692489991058251805493211665308232352904714094444866630395154130535717537678,0x24f38479176af2d71f64161d53bde777aef49ef1c03066510174d43a8d2a43fe,Trump out as President by April 30?,17,1,0,0.021500000000000002,-1.0
3,2026-05-28,2026-05-31,0.435,1.0,57881479704847872943544095137157098030396673130860692546874262450849694058049,0x215be7e1cbc744ce1a85fb891db92b53f933712b5a556e556657c3254f63d260,Spurs vs. Thunder,25,0,0,0.455,1.1978021978021975
7,2026-06-07,2026-06-14,0.555,0.0,75303319363351541204962251598715680468515536085970822119844634963431663113508,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,Will Türkiye win on 2026-06-14?,27,0,0,0.5750000000000001,-1.0
3,2026-06-11,2026-06-14,0.565,0.0,75303319363351541204962251598715680468515536085970822119844634963431663113508,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,Will Türkiye win on 2026-06-14?,28,0,0,0.585,-1.0
7,2026-06-10,2026-06-17,0.565,1.0,45513813860398961340723481590130352932611791552209098368268600222240572304551,0xb361c29b5481164886627cb175ed76792df30902e66ec329c0a3853f807fe8e9,Will England win on 2026-06-17?,27,0,0,0.585,0.7094017094017095
3,2026-06-14,2026-06-17,0.565,1.0,45513813860398961340723481590130352932611791552209098368268600222240572304551,0xb361c29b5481164886627cb175ed76792df30902e66ec329c0a3853f807fe8e9,Will England win on 2026-06-17?,28,3,0,0.585,0.7094017094017095
7,2026-05-20,2026-05-27,0.3965,0.0,101738487887518832481587379955535423775326921556438741919099866785354159699479,0xf8f63bb47b2a7c2e0c1be3cedf4075079b11c07476d76a9469065b0c4791961a,Will the Colorado Avalanche win the 2026 NHL ,24,0,0,0.41650000000000004,-1.0
3,2026-05-24,2026-05-27,0.185,0.0,101738487887518832481587379955535423775326921556438741919099866785354159699479,0xf8f63bb47b2a7c2e0c1be3cedf4075079b11c07476d76a9469065b0c4791961a,Will the Colorado Avalanche win the 2026 NHL ,25,0,0,0.205,-1.0
3,2026-06-27,2026-06-30,0.445,0.0,7274552498925682773418691853971449969741694357120018415935498544583333363785,0x8ec1344d38fb55aa4adf043a3d81899bda2762b89bebec5769a81a50c3b9c25f,Will Netherlands win on 2026-06-29?,38,0,0,0.465,-1.0
7,2026-04-11,2026-04-18,0.0015,0.0,24562451406833903239172268319519891863383297300349256425313284172658771272863,0xfbf7ab9e6b6d324ffe436bab8c7a1e10aeb8200e10c1e1dbb35d2959becebc1e,Will the Golden State Warriors win the 2026 N,15,0,0,0.021500000000000002,-1.0
3,2026-04-15,2026-04-18,0.0015,0.0,24562451406833903239172268319519891863383297300349256425313284172658771272863,0xfbf7ab9e6b6d324ffe436bab8c7a1e10aeb8200e10c1e1dbb35d2959becebc1e,Will the Golden State Warriors win the 2026 N,15,0,0,0.021500000000000002,-1.0
7,2026-05-16,2026-05-23,0.31,1.0,40323545806742244825805736034437368571548913358107596720995770224513902828242,0xcef981d46a1039b6ae02f578d2208302a8a3d63465d24363a1d65a86835a1ae8,Trump kiss by May 31?,22,0,0,0.33,2.0303030303030303
3,2026-05-20,2026-05-23,0.475,1.0,40323545806742244825805736034437368571548913358107596720995770224513902828242,0xcef981d46a1039b6ae02f578d2208302a8a3d63465d24363a1d65a86835a1ae8,Trump kiss by May 31?,24,0,0,0.495,1.0202020202020203
7,2026-05-20,2026-05-27,0.335,0.0,28593215534345447362156321620838626774652503878031452558083665828202001699551,0x4ba348328e4d4ddee9e6734c9a369b2e8138611651f9f6dc8f59dea51df6c734,Iran closes its airspace by May 24?,24,0,0,0.35500000000000004,-1.0
3,2026-05-24,2026-05-27,0.1405,0.0,28593215534345447362156321620838626774652503878031452558083665828202001699551,0x4ba348328e4d4ddee9e6734c9a369b2e8138611651f9f6dc8f59dea51df6c734,Iran closes its airspace by May 24?,25,0,0,0.1605,-1.0
7,2026-04-11,2026-04-18,0.003,0.0,89110596788673536475065853727140488937259064164063660201050220270400840228269,0xb207031da5ef9cbded418e6b5b3c5eee24a3a7b22c6ec10053cbaaa67d793796,Will Luka Doncic win the 2025–2026 NBA MVP?,15,0,0,0.023,-1.0
3,2026-04-15,2026-04-18,0.003,0.0,89110596788673536475065853727140488937259064164063660201050220270400840228269,0xb207031da5ef9cbded418e6b5b3c5eee24a3a7b22c6ec10053cbaaa67d793796,Will Luka Doncic win the 2025–2026 NBA MVP?,15,0,0,0.023,-1.0
7,2026-06-07,2026-06-14,0.605,0.0,105492577477219588134242978490999229511934661984574714868659540712157271273221,0xa75053ffa630e41fdc08a0885fe0614716ecb13061ac460914bfe498038d5364,Will Brazil win on 2026-06-13?,27,0,0,0.625,-1.0
3,2026-06-11,2026-06-14,0.585,0.0,105492577477219588134242978490999229511934661984574714868659540712157271273221,0xa75053ffa630e41fdc08a0885fe0614716ecb13061ac460914bfe498038d5364,Will Brazil win on 2026-06-13?,28,0,1,0.605,-1.0
7,2026-04-27,2026-05-04,0.0065,0.0,95140346952277551620015228752585531762813913098320669805735291271863965388665,0x7338d9dea0de820ed621abdff3de2d4b07a573bc0c1a6f7128941f4d0c5606e3,Will the Orlando Magic win the 2026 NBA Final,17,0,0,0.0265,-1.0
3,2026-05-01,2026-05-04,0.0075,0.0,95140346952277551620015228752585531762813913098320669805735291271863965388665,0x7338d9dea0de820ed621abdff3de2d4b07a573bc0c1a6f7128941f4d0c5606e3,Will the Orlando Magic win the 2026 NBA Final,18,0,0,0.0275,-1.0
7,2026-06-16,2026-06-23,0.655,1.0,115548088586633825662425519500723984422794579404944891967166045543435931523785,0x0d2071920da35396162280a1af346e1f799ed45e019ed43fae0c88dc1ac4b4d6,Will Algeria win on 2026-06-22?,28,0,0,0.675,0.4814814814814814
3,2026-06-20,2026-06-23,0.615,1.0,115548088586633825662425519500723984422794579404944891967166045543435931523785,0x0d2071920da35396162280a1af346e1f799ed45e019ed43fae0c88dc1ac4b4d6,Will Algeria win on 2026-06-22?,34,0,0,0.635,0.5748031496062991
7,2026-05-25,2026-06-01,0.0025,0.0,8441400852834915183759801017793514978104486628517653995211751018945988243154,0xcccb7e7613a087c132b69cbf3a02bece3fdcb824c1da54ae79acc8d4a562d902,GTA VI released before June 2026?,25,0,0,0.0225,-1.0
3,2026-05-29,2026-06-01,0.0005,0.0,8441400852834915183759801017793514978104486628517653995211751018945988243154,0xcccb7e7613a087c132b69cbf3a02bece3fdcb824c1da54ae79acc8d4a562d902,GTA VI released before June 2026?,25,0,0,0.0205,-1.0
3,2026-06-01,2026-06-04,0.355,1.0,46476571633828462836475465912978735855757483955249703286193576900705262818709,0x9bb9f7c70674e2043580bf634753858eded9b360252c06f891688b95a542ac46,Knicks vs. Spurs,26,0,0,0.375,1.6666666666666665
7,2026-05-24,2026-05-31,0.645,0.0,49500299856831034491021962156746701298730459370557900271970866855042624695770,0x22e7b5e35423e76842dd3a5e1a21d13793811080d5e7b2896d0c001bd5e97d54,Will the Oklahoma City Thunder win the 2026 N,25,0,0,0.665,-1.0
3,2026-05-28,2026-05-31,0.575,0.0,49500299856831034491021962156746701298730459370557900271970866855042624695770,0x22e7b5e35423e76842dd3a5e1a21d13793811080d5e7b2896d0c001bd5e97d54,Will the Oklahoma City Thunder win the 2026 N,25,0,0,0.595,-1.0
7,2026-05-06,2026-05-13,0.875,1.0,27413838353174106032543688429086466524477590332994852162615655865819795164419,0x65f204a8ebbaa472d668cc4fdbe4dd45249405a7e0acea43b7930a216e5bfdc7,Will Trump visit China by May 15?,21,0,0,0.895,0.11731843575418988
3,2026-05-10,2026-05-13,0.895,1.0,27413838353174106032543688429086466524477590332994852162615655865819795164419,0x65f204a8ebbaa472d668cc4fdbe4dd45249405a7e0acea43b7930a216e5bfdc7,Will Trump visit China by May 15?,22,0,0,0.915,0.09289617486338786
7,2026-06-08,2026-06-15,0.515,0.0,42106124341898993878219494110169972860555152191755106967043750072528134315088,0xe76d397afa47ea028b914eec69543c69f9bbec8c313bd3a1dba022bd050b4c22,Spread: Spain (-2.5),27,0,0,0.535,-1.0
3,2026-06-12,2026-06-15,0.515,0.0,42106124341898993878219494110169972860555152191755106967043750072528134315088,0xe76d397afa47ea028b914eec69543c69f9bbec8c313bd3a1dba022bd050b4c22,Spread: Spain (-2.5),28,0,0,0.535,-1.0
7,2026-06-13,2026-06-20,0.595,1.0,81043398291360463170235957547610256181022662944963722274721633505163503937838,0xde92d563a6d742a4750c8c83a9c490ee5b02bd5d972a1765ab41c0f9095ef6c0,Will Netherlands win on 2026-06-20?,28,0,0,0.615,0.6260162601626016
3,2026-06-17,2026-06-20,0.575,1.0,81043398291360463170235957547610256181022662944963722274721633505163503937838,0xde92d563a6d742a4750c8c83a9c490ee5b02bd5d972a1765ab41c0f9095ef6c0,Will Netherlands win on 2026-06-20?,30,0,0,0.595,0.680672268907563
3,2026-05-24,2026-05-27,0.37,0.0,53919346162802748120847155404148342783978231188785990665971474884640857460504,0xb8724de28f0dcdb71b55abc89f54a5788f7d7fc364160ec6a45b941d5c332988,Spurs vs. Thunder,25,0,0,0.39,-1.0
3,2026-04-13,2026-04-16,0.0035,0.0,80136419076132148090526858778468252473966514781048966836641001333641477735657,0x543da007c2f149346cf9f9f21021f1b2e10c46c78fcd0c9297c0c21f10c94626,Will the Los Angeles Clippers win the 2026 NB,15,0,0,0.0235,-1.0
7,2026-05-01,2026-05-08,0.315,1.0,104071616575689490708756996503755160411785604144351427331378560378097635400347,0xaeea5f917fc5746387b5f9c0a4263dba035dbb3f0ac6ad72bf92183d21e26739,Russia x Ukraine ceasefire by end of 2026?,18,0,0,0.335,1.9850746268656714
3,2026-05-05,2026-05-08,0.295,1.0,104071616575689490708756996503755160411785604144351427331378560378097635400347,0xaeea5f917fc5746387b5f9c0a4263dba035dbb3f0ac6ad72bf92183d21e26739,Russia x Ukraine ceasefire by end of 2026?,20,0,0,0.315,2.1746031746031744
7,2026-05-07,2026-05-14,0.9965,1.0,66581786403328670900354976753624410175196577607177076834389236263921375429170,0x23dbb60ade08c2664ac29488325afbc0136735bc7beb9180d9c0cb72620b0b13,Will Kevin Warsh be confirmed as Fed Chair?,22,0,0,0.99,0.010101010101010166
3,2026-05-11,2026-05-14,0.9975,1.0,66581786403328670900354976753624410175196577607177076834389236263921375429170,0x23dbb60ade08c2664ac29488325afbc0136735bc7beb9180d9c0cb72620b0b13,Will Kevin Warsh be confirmed as Fed Chair?,22,0,0,0.99,0.010101010101010166
7,2026-06-11,2026-06-18,0.665,1.0,104718292808309433767402444061650910790437726449955521731268760928480423099204,0x9769f78cbc95a5ed11895e6064bac471d8fd8f930b260cf581b68d3f58630d27,US x Iran permanent peace deal by December 31,28,0,0,0.685,0.45985401459854014
3,2026-06-15,2026-06-18,0.9725,1.0,104718292808309433767402444061650910790437726449955521731268760928480423099204,0x9769f78cbc95a5ed11895e6064bac471d8fd8f930b260cf581b68d3f58630d27,US x Iran permanent peace deal by December 31,28,0,0,0.99,0.010101010101010166
7,2026-06-09,2026-06-16,0.675,0.0,67375566273017733280418349633635206252639538869301457434188127341791609355341,0xbc54d73527785bdc7b443cfdf3b0d59558c5ac2bbffca23425ecfbd161b07317,Will Uruguay win on 2026-06-15?,27,0,0,0.6950000000000001,-1.0
3,2026-06-13,2026-06-16,0.665,0.0,67375566273017733280418349633635206252639538869301457434188127341791609355341,0xbc54d73527785bdc7b443cfdf3b0d59558c5ac2bbffca23425ecfbd161b07317,Will Uruguay win on 2026-06-15?,28,2,1,0.685,-1.0
7,2026-06-10,2026-06-17,0.765,0.0,76071109489406808599878692125264766321676001700733380917373465772841855210643,0xcaaa1338d38b5c614196c9a926dd84babc3984442f2ec9b937a16284a199ec3a,Will Portugal win on 2026-06-17?,27,0,0,0.785,-1.0
3,2026-06-14,2026-06-17,0.755,0.0,76071109489406808599878692125264766321676001700733380917373465772841855210643,0xcaaa1338d38b5c614196c9a926dd84babc3984442f2ec9b937a16284a199ec3a,Will Portugal win on 2026-06-17?,28,2,0,0.775,-1.0
7,2026-06-12,2026-06-19,0.745,1.0,72434460309427898004674696764153066565237298072408402131497058701161364650505,0xc90f95af1a5d4e392fe9cc484f1b1a0983687865e7b85910ae89300c2076e4a1,Will Canada win on 2026-06-18?,28,0,0,0.765,0.30718954248366015
3,2026-06-16,2026-06-19,0.765,1.0,72434460309427898004674696764153066565237298072408402131497058701161364650505,0xc90f95af1a5d4e392fe9cc484f1b1a0983687865e7b85910ae89300c2076e4a1,Will Canada win on 2026-06-18?,28,1,0,0.785,0.2738853503184713
7,2026-06-14,2026-06-21,0.585,1.0,91234906493805354217250440222911012200186057450151286874925972448339630680686,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,Will Japan win on 2026-06-21?,28,1,0,0.605,0.6528925619834711
3,2026-06-18,2026-06-21,0.645,1.0,91234906493805354217250440222911012200186057450151286874925972448339630680686,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,Will Japan win on 2026-06-21?,33,2,0,0.665,0.5037593984962405
7,2026-05-08,2026-05-15,0.0965,0.0,6516247219552728703694288089095505745087341917196574102768180597707063347136,0x5e5482b1e2afa7bed0b9a0c3c8ad33a83dd6cc6d649666cdf1977be64c42c82a,Epstein suicide note released by May 8?,22,0,0,0.1165,-1.0
3,2026-05-12,2026-05-15,0.0015,0.0,6516247219552728703694288089095505745087341917196574102768180597707063347136,0x5e5482b1e2afa7bed0b9a0c3c8ad33a83dd6cc6d649666cdf1977be64c42c82a,Epstein suicide note released by May 8?,22,0,0,0.021500000000000002,-1.0
7,2026-04-24,2026-05-01,0.24,1.0,69346400964404183285488689638264340789910324753548562565735153576318942751353,0x6747bae2269c348786d0c0c0f4286ac006f13f16325d4dcbab954b46de029f19,Clavicular pregnancy in 2026?,17,0,0,0.26,2.846153846153846
3,2026-04-28,2026-05-01,0.84,1.0,69346400964404183285488689638264340789910324753548562565735153576318942751353,0x6747bae2269c348786d0c0c0f4286ac006f13f16325d4dcbab954b46de029f19,Clavicular pregnancy in 2026?,17,0,0,0.86,0.16279069767441867
7,2026-05-02,2026-05-09,0.0005,0.0,62276312834902257904558594246531967377131544314278449037472956208145787396192,0x73e39c98045179951b7c527b749118771c10a15a32eee5ebc98f9e3650a69fe1,Will the next Prime Minister of Hungary be Lá,18,0,0,0.0205,-1.0
3,2026-05-06,2026-05-09,0.0005,0.0,62276312834902257904558594246531967377131544314278449037472956208145787396192,0x73e39c98045179951b7c527b749118771c10a15a32eee5ebc98f9e3650a69fe1,Will the next Prime Minister of Hungary be Lá,21,0,0,0.0205,-1.0
7,2026-05-07,2026-05-14,0.0085,0.0,106893482875330829332347425550558141013488263650384566003078374608472351519383,0x5eb681cc36248c64a48aa01096f2287834ac836d814541cd96da9924752cae06,Will Lens win the 2025–26 French Ligue 1?,22,0,0,0.0285,-1.0
3,2026-05-11,2026-05-14,0.001,0.0,106893482875330829332347425550558141013488263650384566003078374608472351519383,0x5eb681cc36248c64a48aa01096f2287834ac836d814541cd96da9924752cae06,Will Lens win the 2025–26 French Ligue 1?,22,0,0,0.021,-1.0
7,2026-04-18,2026-04-25,0.92,1.0,19426830997860641827867742428794225516264548638293070052741093336218482490309,0xd73f60114a0e7169a55082daef1228cb27fa50c939eea22cb0589f6bac6ce5d3,Iran x Israel/US conflict ends by May 15?,15,1,0,0.9400000000000001,0.06382978723404253
3,2026-04-22,2026-04-25,0.9975,1.0,19426830997860641827867742428794225516264548638293070052741093336218482490309,0xd73f60114a0e7169a55082daef1228cb27fa50c939eea22cb0589f6bac6ce5d3,Iran x Israel/US conflict ends by May 15?,16,0,0,0.99,0.010101010101010166
7,2026-05-03,2026-05-10,0.19,1.0,95946969362614270971845155358440977954164316271424679902550835681765991014456,0xdb80cb224aaad81b579dd475129a43112827b1661fee3feec79122523ae5b933,UFC 328: Sean Strickland vs. Khamzat Chimaev ,20,0,0,0.21,3.761904761904762
3,2026-05-07,2026-05-10,0.175,1.0,95946969362614270971845155358440977954164316271424679902550835681765991014456,0xdb80cb224aaad81b579dd475129a43112827b1661fee3feec79122523ae5b933,UFC 328: Sean Strickland vs. Khamzat Chimaev ,22,1,0,0.19499999999999998,4.128205128205129
7,2026-06-24,2026-07-01,0.0035,0.0,29245464513969532033634287470900755719499302279516205593200700547528308197658,0x6897736d782ce70f47126dfcec6669073f563d6e757e60bc61c0367370d6f73e,Kharg Island no longer under Iranian control ,38,0,0,0.0235,-1.0
3,2026-06-28,2026-07-01,0.0015,0.0,29245464513969532033634287470900755719499302279516205593200700547528308197658,0x6897736d782ce70f47126dfcec6669073f563d6e757e60bc61c0367370d6f73e,Kharg Island no longer under Iranian control ,41,0,0,0.021500000000000002,-1.0
7,2026-06-12,2026-06-19,0.565,1.0,39108014906147153132558864303811863989716119429482110734018531773663181557097,0x7ebb07134794576c154f06fbaa1cc61a5292d58e280ce98207977771c0326c27,Will United States win on 2026-06-19?,28,0,0,0.585,0.7094017094017095
3,2026-06-16,2026-06-19,0.615,1.0,39108014906147153132558864303811863989716119429482110734018531773663181557097,0x7ebb07134794576c154f06fbaa1cc61a5292d58e280ce98207977771c0326c27,Will United States win on 2026-06-19?,28,1,0,0.635,0.5748031496062991
3,2026-05-18,2026-05-21,0.355,0.0,52263517794885987721295730397921579339326307520815595834678501811222224358828,0x9a0da0f25f94fce088c88803b296d48dd19717370dbafa97484f3ddac70ee4dc,Spurs vs. Thunder,23,0,0,0.375,-1.0
7,2026-04-26,2026-05-03,0.1175,0.0,98951343420969493497594761179562691809954416596888138302255086663562042936451,0x13e1cc703a120883a709d3bb29707097952845d61ca6793ea2b4328bae2a7451,Will the Boston Celtics win the 2026 NBA Fina,17,0,0,0.13749999999999998,-1.0
3,2026-04-30,2026-05-03,0.1365,0.0,98951343420969493497594761179562691809954416596888138302255086663562042936451,0x13e1cc703a120883a709d3bb29707097952845d61ca6793ea2b4328bae2a7451,Will the Boston Celtics win the 2026 NBA Fina,18,0,0,0.1565,-1.0
3,2026-04-12,2026-04-15,0.0025,0.0,37553153998693380670857208408425399740373310817860780263908431095180775476801,0xb76183fb9e7e80c5a8f983a87ceefd35c9c177f684dd001d7387dc7b70d596d6,Will the Miami Heat win the 2026 NBA Finals?,15,0,0,0.0225,-1.0
7,2026-05-12,2026-05-19,0.64,0.0,8199493545872276685007649098855627956832512958032108818142031783023965647133,0x053f95738ace6c99e1571e0461feed7392fb646efa0d37ec775237e14152ecc6,Will Manchester City FC win on 2026-05-19?,22,0,0,0.66,-1.0
3,2026-05-16,2026-05-19,0.565,0.0,8199493545872276685007649098855627956832512958032108818142031783023965647133,0x053f95738ace6c99e1571e0461feed7392fb646efa0d37ec775237e14152ecc6,Will Manchester City FC win on 2026-05-19?,22,0,0,0.585,-1.0
7,2026-04-24,2026-05-01,0.065,0.0,112434828665041337854033745240098052999773438249964130665844574663228374653496,0xfa59099fbda1e0f0058ed3cbd57e939fe90ab6d9b57d53bd488bcadf75c191d4,Trump announces end of military operations ag,17,0,0,0.085,-1.0
3,2026-04-28,2026-05-01,0.0255,0.0,112434828665041337854033745240098052999773438249964130665844574663228374653496,0xfa59099fbda1e0f0058ed3cbd57e939fe90ab6d9b57d53bd488bcadf75c191d4,Trump announces end of military operations ag,17,0,0,0.0455,-1.0
