token,condition_id,question,domain,end_date,entry_date,days_to_res,vix_max45,regime,in_strategy,entry_mid,entry_ask,spread,current_price,status,exit_date,outcome,pnl
45349201673033527447768645359864385869991777646128023206959790874029348120325,0x10c4cebc5321a6aed969e702847cb2585eaddebbcf8e5f50cc7fffa450901252,"Will Bitcoin dip to $67,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-22,9.52,20.7,calm,True,0.1,0.11,0.01,0.008,lost,2026-08-28,0.0,-1.0
87205176363338814709708203899309446917881667334315183367756187844453520430452,0x1f81531d74cd9adc1b1f3d5cb09a749530581483dd18fdc89dfca4036aa6e72d,"Will Ethereum reach $2,600 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-23,8.93,20.7,calm,True,0.343,0.349,0.006,0.008,lost,2026-08-31,0.0,-1.0
65329730985665896243855327927890242820409440784205629149156547492264611911569,0x66761ac9996b68a09f30cf135e91993cd48d94d1bd1eda3d0e57a6ffbf6da143,"Will the next diplomatic US-Iran meeting be in Austria by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-23,38.18,20.7,calm,True,0.021,0.028,0.007,0.01,lost,2026-08-24,0.0,-1.0
72739316523858479816906805619832308458888360975886863074336484009500930856438,0xb1e1ae2c6ee3f17b3c79b7ff2c36b2d90766dd6c0f2e6ba467d5232d882522d1,"Will Bitcoin reach $90,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-24,7.76,20.7,calm,True,0.0395,0.04,0.0005,0.007,lost,2026-08-28,0.0,-1.0
91570590690641088544290660823634625453926632109992583886416794033671791601246,0x33becd2f4f3b2b2b810fa1b4d5f92566f13194ee3381655e1b2ebe056714c5dd,US-Iran Hormuz Agreement by August 31?,geopolitics,2026-09-01T03:59:00Z,2026-08-24,7.68,20.7,calm,True,0.0245,0.029,0.0045,0.01,lost,2026-08-29,0.0,-1.0
52967959241395817429602158891216394752909947915176073432962965400546600207163,0x5c661c21175bc9d17e40368caaf5a835daffd47b70a0e0c4504dde970e6b0d3f,"Will Bitcoin dip to $75,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-25,7.08,20.7,calm,True,0.315,0.32,0.005,0.0085,lost,2026-08-31,0.0,-1.0
58934772812121845536960060739940872473706732919207396740821739825921647791275,0x70584525d6c53d32ede871c59037e5ce914140010ed42aa98fad03e9e46c8dcc,"Will Bitcoin reach $87,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-25,6.59,20.7,calm,True,0.105,0.11,0.005,0.0075,lost,2026-08-28,0.0,-1.0
12441167212229750268659752951509231773978449399558023877007225411177778794121,0x317323044ed5c5295ac3ac6e984dcd31be99bda30818df47b82b1ce019d05b23,"Will Bitcoin dip to $70,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-25,6.55,20.7,calm,True,0.075,0.08,0.005,0.009,lost,2026-08-29,0.0,-1.0
96308556109755835434254900303426519652053230974356832970824534225192181988516,0x962e5b226a77266ab429029ee04665e8fcfeb10b91af593786ceab871d2e945f,Will Donald Trump win the Nobel Peace Prize in 2026?,politics,2026-10-10T00:00:00Z,2026-08-26,44.97,20.7,calm,True,0.0215,0.022,0.0005,0.0195,open,,,
79697021471149273297867285272226524165531438782155382582295930999430106675621,0x45dbcfc223f5495d25c24c2729143e21e919eb9ccca00566a37cfdfc94b77b8f,"Will Bitcoin dip to $72,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-26,5.67,20.7,calm,True,0.125,0.13,0.005,0.0085,lost,2026-08-30,0.0,-1.0
61078489744701316174218443335134825688547680779921710765642429680039972907213,0x536b507838dcdac8966510d84abb8f1c51362d632ab2023b94e810ba6fdf5cb7,Will Augusto Cury win the 2026 Brazilian presidential election?,politics,2026-10-04T00:00:00Z,2026-08-27,37.97,20.7,calm,True,0.0225,0.027,0.0045,0.0235,open,,,
91208010294797640336876649009275303809452891805528328886776161600933284481648,0xe65a8561482e6ac8818a5e3e2b253f5aa5389999e0f3de424ac0240a8a8d13dd,Will Solana reach $120 in August?,crypto/financial,2026-09-01T04:00:00Z,2026-08-28,3.51,20.7,calm,True,0.151,0.19,0.039,0.0085,lost,2026-08-30,0.0,-1.0
19884202204363090591845974364927513432419394537229594683046302661092511466716,0x8a42bb4cb9b9f157b539611f6a8c122388f652570cfc3c07d538e7df2bb78894,Will Ulf Kristersson be the next Prime Minister of Sweden?,politics,2026-09-13T00:00:00Z,2026-08-29,14.88,20.7,calm,True,0.145,0.15,0.005,0.175,open,,,
68095063539635748059936117026546439051932237292667792735376441632765150033958,0xadbd0a8f379d45f01d42cac8984736493223d6100fa719ab16a110e222c9523f,"Will Ethereum dip to $2,400 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-29,2.35,20.7,calm,True,0.335,0.34,0.005,0.9995,won,2026-08-31,1.0,1.9412
68003608521015222679268138757769131071496782683879354114198876947977145147842,0xde64f0c49c7b26baa1ed2ebb7097574de5532c2237b779ab9b415e822c12a0a0,Iran-Oman Hormuz Agreement by September 30?,geopolitics,2026-10-01T03:59:00Z,2026-08-30,31.35,20.7,calm,True,0.32,0.36,0.04,0.185,open,,,
93933627431532002514968810193191024181932079727276543084062068006935365748672,0x951088c48f392379dc9b8a3becaad7a939b5fd3124ec98dd167d859350f049fc,Iran full airspace closure by September 30?,geopolitics,2026-10-01T03:59:00Z,2026-08-30,31.26,20.7,calm,True,0.14,0.15,0.01,0.095,open,,,
72535696429445050612666657960056103058476328640415986990291437131287448661718,0xcba20965509d04b5f3ae2c51a221747317aff9387c197ca6d5919e85e5a20ee9,Will Renan Santos finish in third place in the first round of the 2026 Brazilian presidential election?,politics,2026-10-04T00:00:00Z,2026-08-31,33.02,20.7,calm,True,0.185,0.19,0.005,0.315,open,,,
98396451299063535424001248770637521563809832785133239666640843440816692687869,0x77b0380be9f46471b5383fd5fd0730d666b852c3c1fcc61529e0699a62f45d47,"Russia-Ukraine peace talks by September 30, 2026?",geopolitics,2026-10-01T03:59:00Z,2026-09-01,29.72,20.7,calm,True,0.215,0.22,0.005,0.165,open,,,
