wallet,wallet_full,n_pre_events,n_trades_pre,pct_events,avg_lead_h,avg_entry,avg_discount,avg_move,domain_hhi,top_domain
0x64a32d9d99a51d5a10…,0x64a32d9d99a51d5a10369497fbb9f38a125d19c0,2,3,8.0,27.0,0.36,0.584,0.678,1.0,politics
0xf9ac4c4ef54ee6010a…,0xf9ac4c4ef54ee6010a28299ec1d616b63bf7806e,2,3,8.0,27.5,0.68,0.264,0.678,1.0,politics
0x84c386331355f47057…,0x84c386331355f47057afca0c06c7211f4dbe35d4,2,7,8.0,29.9,0.607,0.32,0.628,1.0,politics
0x16865bd8e51cb61965…,0x16865bd8e51cb619653b319b8694282053659240,1,1,4.0,0.1,0.998,0.002,0.194,1.0,other
0x78a5bfd5be2ba96978…,0x78a5bfd5be2ba969781b953a509141f679119252,1,1,4.0,0.1,0.998,0.002,0.194,1.0,other
0x1a37856fb0abf37038…,0x1a37856fb0abf370386466ac83b13e31e17b6984,1,1,4.0,0.1,0.998,0.002,0.194,1.0,other
0x98078b2e0218842b4d…,0x98078b2e0218842b4debdfc9f0eb49318581e228,1,1,4.0,0.1,0.998,0.002,0.194,1.0,other
0x69f42f6a16a4fa55c1…,0x69f42f6a16a4fa55c1770a066897257bb57cc6ee,1,1,4.0,0.1,0.998,0.002,0.194,1.0,other
0x4b07f1290059ad02a4…,0x4b07f1290059ad02a4943500bde8a59b283ebedd,1,1,4.0,0.1,0.998,0.002,0.194,1.0,other
0x55f7ec3f028dd37448…,0x55f7ec3f028dd374484c4b9d57870d61ab05b1eb,1,1,4.0,0.1,0.002,0.998,0.194,1.0,other
0x053754ab9593b989b0…,0x053754ab9593b989b04d4669f26f42b1315ee9dc,1,1,4.0,0.1,0.999,0.001,0.194,1.0,other
0x204e14f11a08a46547…,0x204e14f11a08a465479e437b0e37b7e9e0358d08,1,1,4.0,0.1,0.999,0.001,0.194,1.0,other
0x9c95df82fe2f55f522…,0x9c95df82fe2f55f522cee739cefb08f528dded41,1,1,4.0,0.1,0.001,0.998,0.194,1.0,other
0xd8f854885a636d46a1…,0xd8f854885a636d46a1707fd0cc2e5c5e98e13295,1,1,4.0,0.2,0.004,0.994,0.723,1.0,politics
0xaf3e53ff8208235870…,0xaf3e53ff8208235870de11882c102386b0cc6d66,1,3,4.0,0.2,0.007,0.992,0.194,1.0,other
0x87d8398a2b60df1b74…,0x87d8398a2b60df1b749407f282048ae8d8647197,1,9,4.0,0.2,0.997,0.003,0.194,1.0,other
0x40047c2a7f97b6849e…,0x40047c2a7f97b6849ec2a665425c171dc4b6c40b,1,6,4.0,0.2,0.996,0.004,0.194,1.0,other
0x377e653827850dd094…,0x377e653827850dd094def339e334bdaee244a4bb,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0x76426c8cf9cee8ab73…,0x76426c8cf9cee8ab73aa4ce9fa41e768c94a55cc,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x67eac243264b7d4246…,0x67eac243264b7d4246d900709a07c209aa5f87cc,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x12dfe02f29fb3a737c…,0x12dfe02f29fb3a737cbe423087f402ea4efd902e,1,1,4.0,0.2,0.995,0.005,0.194,1.0,other
0x149ae5814eac719cd2…,0x149ae5814eac719cd28038270dd7cb5e0392ce92,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0xe9dfa7f9bbc0ac877a…,0xe9dfa7f9bbc0ac877a327bf476aff5f9b52ee3bf,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0x8721b919230aac913e…,0x8721b919230aac913e9aabed38d143c34a515a7b,1,1,4.0,0.2,0.994,0.006,0.194,1.0,other
0x56911c8c96c9107e93…,0x56911c8c96c9107e93097c471c209aaec7491be1,1,1,4.0,0.2,0.994,0.006,0.194,1.0,other
0x4a1cd6274e877321e0…,0x4a1cd6274e877321e0fa1395ddfe2dbe2c015c7f,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0x013e7f4e606a577653…,0x013e7f4e606a5776531d75e20121705ca64504c7,1,1,4.0,0.2,0.995,0.005,0.194,1.0,other
0xb755468ac9555f6b33…,0xb755468ac9555f6b3354119806bced26c8cab009,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0x579fa62bb9de29237e…,0x579fa62bb9de29237ec17168075e350958ba8d4a,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0x67058151daade68e63…,0x67058151daade68e636ec6345f40326d52e8faa9,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0xfd0023bab93379489e…,0xfd0023bab93379489e83a74a3a53b0d34eeed1af,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0xab978aebbea8a990eb…,0xab978aebbea8a990eb003a2745dca5f113f06b5e,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x6e6eeafe626598ee4f…,0x6e6eeafe626598ee4f5536131322cba6e130bdac,1,1,4.0,0.2,0.005,0.995,0.194,1.0,other
0xe41b667d55da9cf854…,0xe41b667d55da9cf854c8b5d78f4ebd7306829397,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x699cd34ae4d9bfd9d9…,0x699cd34ae4d9bfd9d93d5b45d0f34e26bdf25dc1,1,2,4.0,0.2,0.998,0.002,0.194,1.0,other
0x6a0c05931c8034597c…,0x6a0c05931c8034597c1bad1fa07a54fdab84eebf,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0xdf4f1e2dcd19a8838e…,0xdf4f1e2dcd19a8838eb4dbff012a96b45ad9137e,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0xd0c227f1875cfb68c8…,0xd0c227f1875cfb68c806e40d7bd6cb6213857efe,1,1,4.0,0.2,0.996,0.004,0.194,1.0,other
0xf15fdd4160d73066dd…,0xf15fdd4160d73066dd8b9d664864fb7330c44497,1,1,4.0,0.2,0.998,0.002,0.194,1.0,other
0x2ea5763527d042ea94…,0x2ea5763527d042ea9459e89ab7aff10091f614d8,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x2a754bca4d8be8790c…,0x2a754bca4d8be8790c5dded0ba98d6d677a1f20c,1,1,4.0,0.2,0.997,0.002,0.194,1.0,other
0x9f4a3d5c2b1e974f8e…,0x9f4a3d5c2b1e974f8edfb568a6a970178b101ae0,1,1,4.0,0.2,0.004,0.996,0.194,1.0,other
0xf98d6da140ad29217d…,0xf98d6da140ad29217d24df108cd1dfed94cd3cb1,1,1,4.0,0.2,0.998,0.002,0.194,1.0,other
0x221db96bf00dfea9b7…,0x221db96bf00dfea9b72dcf3ce0bbe4cfe2c67207,1,1,4.0,0.2,0.004,0.996,0.194,1.0,other
0x638d398892acc887d1…,0x638d398892acc887d160a362584cd51a8aa83e5b,1,1,4.0,0.2,0.998,0.002,0.194,1.0,other
0xc499d0ec9d065884a2…,0xc499d0ec9d065884a20157cf26a395370256f793,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0xabde199c334dabfeea…,0xabde199c334dabfeeabfc878400c6d0e6e296a57,1,1,4.0,0.2,0.004,0.996,0.194,1.0,other
0xd3aea01254b97da98a…,0xd3aea01254b97da98a2f07254c398db45164a90e,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x550e0182e2b454cdc1…,0x550e0182e2b454cdc1c25138eacd425b4a32b4e7,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x0fbc64572ff04085a2…,0x0fbc64572ff04085a2d9aada6cfee467ecba6218,1,1,4.0,0.2,0.997,0.003,0.194,1.0,other
0x3cc2c9163775f1277d…,0x3cc2c9163775f1277d2d90a7e81b1c7ce1fdd356,1,1,4.0,0.2,0.998,0.002,0.194,1.0,other
0xa51ace5b4907f8748c…,0xa51ace5b4907f8748c10dbcdb106303d2602f2fc,1,1,4.0,0.2,0.998,0.002,0.194,1.0,other
0xb16b765965fb55ac8e…,0xb16b765965fb55ac8e366305f20f97ba108d3a57,1,1,4.0,0.2,0.998,0.002,0.194,1.0,other
0x2b5920274740ca6174…,0x2b5920274740ca61745eeb077587bf5bb4ff9db6,1,23,4.0,0.3,0.018,0.982,0.194,1.0,other
0xd23f8c8aab13cfb2a3…,0xd23f8c8aab13cfb2a35da40b67f8471faf9894a1,1,11,4.0,0.3,0.013,0.986,0.195,1.0,other
0x46992d0e547e3822a9…,0x46992d0e547e3822a9c28723f51bfa804ae4e03c,1,2,4.0,0.3,0.942,0.057,0.194,1.0,other
0x88f9a9b2878aa55d77…,0x88f9a9b2878aa55d7763543fc7255d216c555c03,1,1,4.0,0.3,0.94,0.06,0.194,1.0,other
0xa38a455bbdd4b68486…,0xa38a455bbdd4b68486548b7e19da99903f4f821d,1,1,4.0,0.3,0.91,0.09,0.194,1.0,other
0x7a2ed94fd760a453af…,0x7a2ed94fd760a453af6bad420ab26c8ce943c5db,1,1,4.0,0.3,0.04,0.96,0.194,1.0,other
0x53844a24ad8437826c…,0x53844a24ad8437826c41d3548648bdb5d8eae3b3,1,1,4.0,0.3,0.03,0.97,0.194,1.0,other
0x9753165f6fd3901aef…,0x9753165f6fd3901aefc5c78de58cc6c98ed19d8f,1,2,4.0,0.3,0.03,0.97,0.194,1.0,other
0x9f5471a0afc0ebfef5…,0x9f5471a0afc0ebfef5feb08a4eba48f098fcb1ab,1,6,4.0,0.3,0.022,0.978,0.194,1.0,other
0xb0d62e7959377b18fd…,0xb0d62e7959377b18fd63b772c74147724e0e7475,1,2,4.0,0.3,0.025,0.974,0.194,1.0,other
0x8d6acfb2d3fa82acdd…,0x8d6acfb2d3fa82acdd81ba78cbda9470ffee8be9,1,1,4.0,0.3,0.98,0.02,0.194,1.0,other
0xbc756211c6d97a88dc…,0xbc756211c6d97a88dc6b7308b4d0e443fefb40fa,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xe8e26d7865e0abc20f…,0xe8e26d7865e0abc20fac1878b8834f931d62da20,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xaac2469db4c243a293…,0xaac2469db4c243a2931acc252967b171bd97e8ce,1,9,4.0,0.3,0.992,0.008,0.194,1.0,other
0x66c3b336cf2ef26e21…,0x66c3b336cf2ef26e216cfb2f9d4cf46c0a126d25,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x3c0ea89c0ca33da570…,0x3c0ea89c0ca33da570859fe2daa86423c217a5cc,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x26d61145a64b1b5036…,0x26d61145a64b1b5036c82a147dfeb7d56fa0cacc,1,1,4.0,0.3,0.02,0.98,0.194,1.0,other
0xcab1a13e4657cab321…,0xcab1a13e4657cab32161444e55d2fe803ea67dfa,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x1f3f4439041bd28c34…,0x1f3f4439041bd28c34d62d38c7ae33fb9b07a5fc,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xef4f4b4d3786e53a2c…,0xef4f4b4d3786e53a2cdd9e06e8d62df655a04598,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x6aa3f22bf7ccdd8c0b…,0x6aa3f22bf7ccdd8c0b1de34a5f6ce514d54f31a0,1,4,4.0,0.3,0.991,0.009,0.194,1.0,other
0x10a5d2b71e5da2a0f7…,0x10a5d2b71e5da2a0f7cde2888dc463754455afe7,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x7e064850f9e5b69779…,0x7e064850f9e5b697797680ea0313584ed308a074,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xa82ae00749639a5693…,0xa82ae00749639a56939a69989f3b1b02f1e3852d,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xdfd864698e99b6c0c1…,0xdfd864698e99b6c0c11e42273564d4482916c26e,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x0ebc3bb0b13e5a5680…,0x0ebc3bb0b13e5a56800580c6775880bdf1896bfd,1,3,4.0,0.3,0.99,0.01,0.194,1.0,other
0x921ada1bf3a16e0815…,0x921ada1bf3a16e0815e7bfaeae75f44643f8081e,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x79713a80acfc22eec8…,0x79713a80acfc22eec86dddc281c3815388ef8dd0,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x89fe07e5994adb757f…,0x89fe07e5994adb757fc3001267a450cfdcfeda44,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x654b4888ddee2098d9…,0x654b4888ddee2098d96bdff847ec5cb910e9d007,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x8896f671613e242f3a…,0x8896f671613e242f3a46a8c8f75f3c1885b9aad6,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x5ed790c19aa5c7faf9…,0x5ed790c19aa5c7faf9c8f9fdc184f7951d3c60cb,1,2,4.0,0.3,0.99,0.01,0.194,1.0,other
0x50932c4b1a7b117f69…,0x50932c4b1a7b117f694fda25ac45860b0eaf5884,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x487372e07a499acaa3…,0x487372e07a499acaa311505c84c3a36791c009cf,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x55bcf126e0d366ca38…,0x55bcf126e0d366ca381bf0cb4aad8de16a994eb0,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xe4304cd2e5b3513ba0…,0xe4304cd2e5b3513ba0487767f9a265913d93c27f,1,2,4.0,0.3,0.99,0.01,0.194,1.0,other
0x2ceddae3a2a3790c34…,0x2ceddae3a2a3790c345e99f1cc129a197bd25961,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x4d9ad17f978eae9778…,0x4d9ad17f978eae9778f95d49fe60c3588c309641,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xd59b28683d807f6528…,0xd59b28683d807f6528bc78ab4bdb90bc88560ae3,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x8b9aea8e3a9fce49a2…,0x8b9aea8e3a9fce49a2290a59a6373962645d7d40,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xa52b785a5510117ac3…,0xa52b785a5510117ac3ae03d75d029f89a36c9480,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x57b4707eeffbd1b617…,0x57b4707eeffbd1b6174a5a7de10ea87ade6d64ca,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x28ad358c27c1fcd152…,0x28ad358c27c1fcd15207329aeb9e5ddd76716e28,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xce391efb0bf3995521…,0xce391efb0bf399552131579e355a1c8925b5f482,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x68aa4527e5cfbd1d19…,0x68aa4527e5cfbd1d19ef5f593afcee159e8eea5e,1,2,4.0,0.3,0.993,0.007,0.194,1.0,other
0xe7b6ab0bf76e67f5fc…,0xe7b6ab0bf76e67f5fc44aefb60cabd1668b8022c,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xb5f10a218fea1b0996…,0xb5f10a218fea1b099694c7231897bc6fd0ed364b,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x1d0b6a2ca95996513a…,0x1d0b6a2ca95996513a89a81200700719b11e265d,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x7026925e5a8ad114f4…,0x7026925e5a8ad114f42bb68d3a9cad97e768eda7,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xa245511ddc0a449a1a…,0xa245511ddc0a449a1a1d4b08dc85007fe8ffbf9e,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x337b0f9544a6065a1b…,0x337b0f9544a6065a1b2aa28906e5450525ed8821,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xf9702ef2e77594a153…,0xf9702ef2e77594a153821826a0d23ff3f268a5dd,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xae57a71d019d0118d0…,0xae57a71d019d0118d03b7248c9fbd4ef10dd813f,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x74f7c50cd980a88124…,0x74f7c50cd980a88124b661e4923b497193ca8f31,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x0618d4d7454609e7fb…,0x0618d4d7454609e7fbfdf54dea17b241864e7c77,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xeeb466156595abd2fb…,0xeeb466156595abd2fbc237e1b294983e345bd742,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xd87226f478157ac483…,0xd87226f478157ac483a85d2e5df0cc7815259233,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x2f2932028656c429e8…,0x2f2932028656c429e8f33569cdbaa104e84a935e,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xc746f87c4d00a3d6e7…,0xc746f87c4d00a3d6e70df9d8aeef2cd50075972f,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xc1f43854000bff81da…,0xc1f43854000bff81da38332fb25cf94765bd5344,1,2,4.0,0.3,0.99,0.01,0.194,1.0,other
0x6754d86a8dc4fda389…,0x6754d86a8dc4fda3896ad39a617eb9cd20bf459f,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x7c56199b5e3671c908…,0x7c56199b5e3671c908ed24fb4478ffa3fe1981a9,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0xe5980d2b7c23260f39…,0xe5980d2b7c23260f39a3d0a437eca2ec8da04447,1,1,4.0,0.3,0.989,0.011,0.194,1.0,other
0x418df0c1c1350f7226…,0x418df0c1c1350f72262a41b1a675b07f225a0595,1,1,4.0,0.3,0.99,0.01,0.194,1.0,other
0x7f9559fddde62a0f82…,0x7f9559fddde62a0f82e45e83b2d8d668137bcc19,1,1,4.0,0.3,0.992,0.008,0.194,1.0,other
0xafe307d5e175ef92a0…,0xafe307d5e175ef92a0a5b1837ce55ad4a8c31f2a,1,1,4.0,0.3,0.992,0.008,0.194,1.0,other
0xa33a823f4a06148cdf…,0xa33a823f4a06148cdf928d07c51ec03b1a5342b4,1,1,4.0,0.3,0.992,0.008,0.194,1.0,other
0xc0dc7f6683782c8f84…,0xc0dc7f6683782c8f8470e4825660c4f5d44ff68f,1,1,4.0,0.3,0.992,0.008,0.194,1.0,other
0xef5454193827bda875…,0xef5454193827bda875b5a287fe305fbbf77fcdc4,1,1,4.0,0.3,0.992,0.008,0.194,1.0,other
0xcc7ec3a40e7a2afe46…,0xcc7ec3a40e7a2afe461e8100bb2ece96e82657e1,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0x0ff5363295625fbfe3…,0x0ff5363295625fbfe37d14789b11fa5ac7dd8a6c,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0xf39338bb81884eb6a7…,0xf39338bb81884eb6a755832805bfdb5967239b65,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0x4c51bb1a98d56c9635…,0x4c51bb1a98d56c963548ab62768a647cd53aaa25,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0x8994fa2c4feb9af421…,0x8994fa2c4feb9af421edf35ae847c95ef3da2e49,1,1,4.0,0.3,0.996,0.004,0.194,1.0,other
0xfbbfbd38ba11c8dfbb…,0xfbbfbd38ba11c8dfbbdca59f5a57a35650a490d3,1,1,4.0,0.3,0.994,0.006,0.194,1.0,other
0xf8375848b8e306f52a…,0xf8375848b8e306f52a0a8c1319d1ae3c71df514a,1,1,4.0,0.3,0.994,0.006,0.194,1.0,other
0x4c1ba30a8b6b6be4ae…,0x4c1ba30a8b6b6be4aed5cd4b064e12a5c85b4787,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0x5b296ecf10bf27e4c3…,0x5b296ecf10bf27e4c318c626c0f4608a385a3f32,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0x996ac56c9e72b6ca38…,0x996ac56c9e72b6ca38a30ae9f6e85152d9afe3cc,1,1,4.0,0.3,0.993,0.007,0.194,1.0,other
0xe558bb7b02ea489d77…,0xe558bb7b02ea489d772bd34f14cc845e391fdcd2,1,1,4.0,0.3,0.008,0.992,0.194,1.0,other
0x1c5f3e6261bd5f8e8e…,0x1c5f3e6261bd5f8e8edd96c04f11bacad05bdfc9,1,1,4.0,0.3,0.996,0.004,0.194,1.0,other
0xe76925852bda003acb…,0xe76925852bda003acb22940f168f71b797abc235,1,1,4.0,0.3,0.996,0.004,0.194,1.0,other
0xc98ff9dad68a08a4e5…,0xc98ff9dad68a08a4e5ea0930a5ddbb05db86a13f,1,1,4.0,0.3,0.004,0.996,0.194,1.0,other
0x53757615de1c42b83f…,0x53757615de1c42b83f893b79d4241a009dc2aeea,1,1,4.0,0.3,0.01,0.99,0.194,1.0,other
0x96fb674967bb9458ef…,0x96fb674967bb9458ef1d577d6c2130ed92c67be4,1,1,4.0,0.3,0.996,0.004,0.194,1.0,other
0xa338e7e19cda9470e9…,0xa338e7e19cda9470e966f4b191ec46580cec2aca,1,1,4.0,0.4,0.2,0.075,0.238,1.0,politics
0x472ea86dff28f28bdb…,0x472ea86dff28f28bdb8b6ce7e95fd5c6ccdde4a7,1,9,4.0,0.4,0.97,0.03,0.194,1.0,other
0xa42be524cee92427c4…,0xa42be524cee92427c4c261fa1edcf6c799e53803,1,3,4.0,0.4,0.948,0.052,0.194,1.0,other
0x5562c7ee374070de66…,0x5562c7ee374070de66b30254547b377691883b41,1,2,4.0,0.4,0.929,0.071,0.194,1.0,other
0xdb64b8feb1de8ed517…,0xdb64b8feb1de8ed517b1b39e1e3bc3075c093a96,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x6528d8e5556d3a071a…,0x6528d8e5556d3a071a4932fe9f4a1618f89d2dce,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x1963c5be51cf05db47…,0x1963c5be51cf05db473ca7b52c3afb8e11d1dd0c,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xe6585d340c9000fcb2…,0xe6585d340c9000fcb21c3341167fe11054c73ef5,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x734e4222655e9f526a…,0x734e4222655e9f526aa102674b2fba26106c0ae1,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xd800d6f7b67ba44fd8…,0xd800d6f7b67ba44fd88d098fea9277a0cdcfc256,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xb7fa9cb0cfbbc0b640…,0xb7fa9cb0cfbbc0b640aa66e4618e0c1195803435,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x06d4b045fe4f737946…,0x06d4b045fe4f7379460f9043aef2051221028264,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x2f32a09d2f29eb0f09…,0x2f32a09d2f29eb0f090da40be0ee2fe4571fada6,1,2,4.0,0.4,0.93,0.07,0.194,1.0,other
0x212e4ff0482aee6afc…,0x212e4ff0482aee6afcdc03438f6b8ba3c24b4129,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x2b28a31cb47ee21bb7…,0x2b28a31cb47ee21bb7dcd13016fc914587e92dc0,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x720bd69011aa5a9ef7…,0x720bd69011aa5a9ef7846e88648218a7b33d37f6,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x3dc04c8e04e59fb53c…,0x3dc04c8e04e59fb53ce7848567d6615412d8af22,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x67a5d1de86a85e3b7d…,0x67a5d1de86a85e3b7d9e68f1440d580fe5db4a1d,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xd338f02e545d459542…,0xd338f02e545d459542e39789c91ee8ecc520ae5b,1,2,4.0,0.4,0.93,0.07,0.194,1.0,other
0x751099a8a04be5c1b1…,0x751099a8a04be5c1b1979fdea1ced800ea116cb0,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xb442b3e92da2307741…,0xb442b3e92da23077418bba852287aa127c7abed7,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xa59f2ab19f969bcf3d…,0xa59f2ab19f969bcf3d92ec8b069cfcb207ecd937,1,2,4.0,0.4,0.93,0.07,0.194,1.0,other
0x9f5fb78bd3398303db…,0x9f5fb78bd3398303db5d19f4d66cd97d6934c63d,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x7cac76c4ea3c40c61d…,0x7cac76c4ea3c40c61d29098daf7445d723af4519,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xfeaa555207ba4b4091…,0xfeaa555207ba4b4091f6dd662fa63cdecaa0cc76,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x96319425974a93bb30…,0x96319425974a93bb30006215d4c5e41665b529f1,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xb0ed8ed6602c609dd8…,0xb0ed8ed6602c609dd83347a1e907a06e11cb105a,1,2,4.0,0.4,0.87,0.13,0.194,1.0,other
0x822733e45eed6bd3cd…,0x822733e45eed6bd3cd50b4c5b45d71549d24013d,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xd277d5b3174e3d363f…,0xd277d5b3174e3d363f4c9a6eef67bff9f6d9fcc0,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x15ff6bef8028cfce67…,0x15ff6bef8028cfce67c0389359d74c515b4a7521,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0xe6bbb79a5257a6dadc…,0xe6bbb79a5257a6dadc5ae85d26caeaaadda5c0aa,1,1,4.0,0.4,0.87,0.13,0.194,1.0,other
0x7013c01a7eeb0c694c…,0x7013c01a7eeb0c694c7e8bc5e289021ae33147ac,1,1,4.0,0.4,0.877,0.122,0.194,1.0,other
0x2c335066fe58fe9237…,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,1,1,4.0,0.4,0.88,0.12,0.194,1.0,other
0x13a12ebadc50f6fa42…,0x13a12ebadc50f6fa42c8f2595997d8adf329d9bc,1,2,4.0,0.4,0.885,0.115,0.194,1.0,other
0x9fd4ea4817dacae021…,0x9fd4ea4817dacae021863131bb7ec990311bdd63,1,1,4.0,0.4,0.89,0.11,0.194,1.0,other
0xca08e274a229a04477…,0xca08e274a229a0447744ac3993f3efca3d3108bd,1,1,4.0,0.4,0.89,0.11,0.194,1.0,other
0x9063d976d9fe8b6ea4…,0x9063d976d9fe8b6ea474a463b96017159668bd49,1,1,4.0,0.4,0.89,0.11,0.194,1.0,other
0xacefdc74c0fd4239a6…,0xacefdc74c0fd4239a69eb1fcd6aacacae2755850,1,3,4.0,0.5,0.04,0.96,0.194,1.0,other
0x92126b525ae2e92cd5…,0x92126b525ae2e92cd52f5f53011e3bbd41d54040,1,9,4.0,0.5,0.78,0.22,0.194,1.0,other
0x1b47e9b128e6b671ed…,0x1b47e9b128e6b671edebfb2cac23dd3efc40d814,1,3,4.0,0.5,0.43,0.57,0.194,1.0,other
0x8706d265c0bf58fc90…,0x8706d265c0bf58fc9001ea81599d27f66215f8cc,1,3,4.0,0.5,0.099,0.9,0.194,1.0,other
0xb399e00fea4ad0e0ab…,0xb399e00fea4ad0e0ab12db096849d0d0b57a9435,1,4,4.0,0.5,0.44,0.56,0.194,1.0,other
0xc87fc36c175d990b4c…,0xc87fc36c175d990b4c011e25cb3aa87712bcc8c3,1,2,4.0,0.5,0.865,0.135,0.194,1.0,other
0xc2e0fed6cb83b4aa1f…,0xc2e0fed6cb83b4aa1fc87938504a05d1472b5a1b,1,1,4.0,0.5,0.85,0.15,0.194,1.0,other
0x0c5798bb483377ed55…,0x0c5798bb483377ed55dd763aa955afa49f63224b,1,1,4.0,0.5,0.85,0.15,0.194,1.0,other
0x84ad9c5c547a82ec9a…,0x84ad9c5c547a82ec9a08547b94bd922446e5bfb7,1,6,4.0,0.5,0.74,0.26,0.194,1.0,other
